chat_id,github_link,gpt_link,Type of issue/Problem (#1),Type of issue/Problem (#2),Did ChatGPT help with the issue,How did ChatGPT help with the issue,Explanations for why ChatGPT was helpful (#1),Explanations for why ChatGPT was helpful (#2),Explanations for why ChatGPT was NOT helpful,Notes,owner/repo,primary_language,stars,contributors,forks,username_shared_link,user_public_repos,user_followers,user_account_age_years,user_contributions,num_files,num_lines
16,https://github.com/deep-foundation/deepcase-app/issues/119,https://chat.openai.com/share/8d98842f-d802-4d26-b406-2f4a880a32c3,code generation and implementation,,No,,,,There is no mention of the link. Author provided a different solution and closed the issue,,deep-foundation/deepcase-app,TypeScript,11,11,5,FreePhoenix888,67,331,4,24,112,104875
19,https://github.com/kube-hetzner/terraform-hcloud-kube-hetzner/issues/697,https://chat.openai.com/share/c2ace355-82ce-4df4-a5b4-590e81443cea,program generation,,No,,,,Ran code cloning detection,,kube-hetzner/terraform-hcloud-kube-hetzner,HCL,1921,30,316,mysticaltech,978,125,13,21,43,4930
22,https://github.com/blonestar/wp-theme-vite-tailwind/issues/11,https://chat.openai.com/share/5add2125-221e-4035-8cf3-04d711420b00,debugging and code repair,,No,,,,Ran code cloning detection,,blonestar/wp-theme-vite-tailwind,PHP,310,4,57,blonestar,14,8,10,10,26,3138
41,https://github.com/OpenVoiceOS/ovos-technical-manual/issues/4,https://chat.openai.com/share/1c4bc8d5-a85d-45ca-82a1-12c2337828fc,code generation and implementation,code documentation/comment generation,No,,,,Ran code cloning detection,,OpenVoiceOS/ovos-technical-manual,,2,15,7,JarbasAl,46,160,6,20,88,8935
42,https://github.com/OpenVoiceOS/ovos-technical-manual/issues/4,https://chat.openai.com/share/e4289c79-f0a4-40eb-85bf-2b113f177f8b,code explanation,,No,,,,Ran code cloning detection,,OpenVoiceOS/ovos-technical-manual,,2,15,7,JarbasAl,46,160,6,20,88,8935
44,https://github.com/jabrena/spring-boot-user-beans/issues/44,https://chat.openai.com/share/b4499007-1ecf-4e1a-ab53-53e66099f36c,code generation and implementation,,No,,,,Ran code cloning detection,,jabrena/spring-boot-user-beans,Java,52,2,3,jabrena,441,164,14,17,52,6915
45,https://github.com/jabrena/spring-boot-user-beans/issues/44,https://chat.openai.com/share/0514eecc-9214-49db-9598-093dbbb5a588,code generation and implementation,,No,,,,Ran code cloning detection,,jabrena/spring-boot-user-beans,Java,52,2,3,jabrena,441,164,14,17,52,6915
50,https://github.com/multitheftauto/mtasa-blue/issues/3056,https://chat.openai.com/share/ea806555-dfea-4516-b542-5ac45a6790e8,code generation and implementation,code enhancement,No,,,,no reactions to the provided link,,multitheftauto/mtasa-blue,C++,1290,30,406,CrosRoad95,9,36,7,24,5721,1537843
51,https://github.com/moom0o/PhotoSphereStudio/issues/9,https://chat.openai.com/share/0bcad0f9-29fc-4caa-bed5-a8717d4d8808,code generation and implementation,,No,,,,Ran code cloning detection,,moom0o/PhotoSphereStudio,JavaScript,39,4,8,j-calvert,15,4,13,3,15,718
113,https://github.com/udayhello/handwritten1/issues/2,https://chat.openai.com/share/a3634550-9752-479e-937a-b3db80c88449,debugging and code repair,,No,,,,Ran code cloning detection,,udayhello/handwritten1,Python,0,1,0,udayhello,7,0,1,0,3,59
114,https://github.com/udayhello/handwritten1/issues/1,https://chat.openai.com/share/a3634550-9752-479e-937a-b3db80c88449,debugging and code repair,,No,,,,Ran code cloning detection,,udayhello/handwritten1,Python,0,1,0,udayhello,7,0,1,0,3,59
115,https://github.com/jabrena/aqa-tests-experiments/issues/4,https://chat.openai.com/share/b508ddd3-af83-4206-89fe-bb55b88ec212,code generation and implementation,,No,,,,Ran code cloning detection,,jabrena/aqa-tests-experiments,Java,0,1,0,jabrena,441,164,14,17,17,3124
116,https://github.com/jabrena/aqa-tests-experiments/issues/4,https://chat.openai.com/share/e169e9a7-40c5-46ab-8d3c-77b181585948,code generation and implementation,,No,,,,Ran code cloning detection,,jabrena/aqa-tests-experiments,Java,0,1,0,jabrena,441,164,14,17,17,3124
118,https://github.com/wolfgangmeyers/aibrush-2/issues/45,https://chat.openai.com/share/0c2c1bb8-cb7d-427b-9312-cfadc1d820b2,code generation and implementation,,No,,,,no reactions to the link,,wolfgangmeyers/aibrush-2,TypeScript,14,1,4,wolfgangmeyers,62,18,12,12,106,22974
119,https://github.com/OpenTalker/video-retalking/issues/71,https://chat.openai.com/share/568ee28a-99c6-4ff5-8ab4-9bb9eda77fa8,debugging and code repair,,No,,,,Ran code cloning detection,,OpenTalker/video-retalking,Python,5851,12,863,johndpope,8728,926,14,28,203,24167
120,https://github.com/fczuardi/39-rhymes/issues/2,https://chat.openai.com/share/1f09a391-17dc-499f-8e52-df01e211f2a2,program generation,,No,,,,Ran code cloning detection,,fczuardi/39-rhymes,TypeScript,0,1,0,fczuardi,341,150,16,22,10,374
123,https://github.com/anandcsingh/rankproof/issues/77,https://chat.openai.com/share/2a82e086-024e-4b63-968d-7c8834c9642c,program generation,,No,,,,no reactions to the link,,anandcsingh/rankproof,TypeScript,1,2,0,anandcsingh,20,2,11,27,165,36362
132,https://github.com/deep-foundation/deepcase-app/issues/182,https://chat.openai.com/share/85140d0d-25db-45a6-8d37-0151faf9507d,code enhancement,,No,,,,no reactions to the link,,deep-foundation/deepcase-app,TypeScript,11,11,5,FreePhoenix888,67,331,4,24,112,104875
133,https://github.com/simonw/llm-replicate/issues/4,https://chat.openai.com/share/d03dfa43-5042-41d1-9945-679d4a681ac5,code generation and implementation,,No,,,,Ran code cloning detection,,simonw/llm-replicate,Python,53,2,6,simonw,761,6113,16,20,8,1220
554,https://github.com/Austingodson/Godson/issues/1,https://chat.openai.com/share/eca34d00-cab3-4e49-b0d5-f07a25005326,program generation,,No,,,,Ran code cloning detection,,Austingodson/Godson,,1,1,0,Austingodson,4,13,2,0,1,1
567,https://github.com/OneFolderApp/OneFolder/issues/59,https://chat.openai.com/share/ff98e66f-5207-4475-9f8f-71d233a00cc2,debugging and code repair,,No,,,,Ran code cloning detection,,OneFolderApp/OneFolder,TypeScript,179,15,7,Xavier-LB,12,11,4,8,633,307678
569,https://github.com/meta-introspector/gbnf-nice-parser/issues/5,https://chat.openai.com/share/bb98fc53-a9bb-4f6b-8d0f-f49082e90b90,debugging and code repair,,No,,,,Ran code cloning detection,,meta-introspector/gbnf-nice-parser,OCaml,2,1,1,jmikedupont2,157,45,8,18,75,7090
577,https://github.com/EDM115/unzip-bot/issues/267,https://chat.openai.com/share/e6166e61-bfca-44e1-8c24-065b6df09b2e,code enhancement,,No,,,,Ran code cloning detection,,EDM115/unzip-bot,Python,81,9,115,EDM115,48,85,3,15,33,4596
605,https://github.com/jasonjmcghee/rem/issues/23,https://chat.openai.com/share/ab35ac3f-fc2c-4f02-9392-e43400d39018,code generation and implementation,,No,,,,Ran code cloning detection,,jasonjmcghee/rem,Swift,2131,6,59,jasonjmcghee,75,139,12,17,33,2585
613,https://github.com/guevara/read-it-later/issues/10501,https://chat.openai.com/share/f54b64d7-d19a-4be4-8f10-08553aa812f1,code generation and implementation,,No,,,,Ran code cloning detection,,guevara/read-it-later,,,,,guevara,27,135,14,27,0,0
624,https://github.com/drew2323/v2trading/issues/130,https://chat.openai.com/share/b560f117-1074-4e65-9ca6-d2a7d0e4c56c,debugging and code repair,,No,,,,Ran code cloning detection,,drew2323/v2trading,HTML,0,2,1,drew2323,29,1,7,22,1507,180536
627,https://github.com/wgohome/dagaform/issues/4,https://chat.openai.com/share/a4bb3e19-243b-4dee-9f22-259f494bb9c8,code generation and implementation,,No,,,,Ran code cloning detection,,wgohome/dagaform,TypeScript,0,1,0,wgohome,20,7,4,0,12,5963
636,https://github.com/chrisjpatty/flume/issues/237,https://chat.openai.com/share/a08be4e0-1bcd-49aa-b532-cf9cc86995a9,code generation and implementation,,No,,,,Ran code cloning detection,,chrisjpatty/flume,TypeScript,1358,9,141,jackcrane,79,14,5,20,148,14228
639,https://github.com/nick1udwig/autocontext/issues/2,https://chat.openai.com/share/355ca365-1fab-4436-873b-ae41a0293a85,code enhancement,,No,,,,Ran code cloning detection,,nick1udwig/autocontext,Rust,0,1,0,nick1udwig,42,27,3,19,2,31
640,https://github.com/nick1udwig/autocontext/issues/1,https://chat.openai.com/share/977b7bf5-41f7-4f5b-a2ce-53618e32bede,debugging and code repair,code explanation,No,,,,Ran code cloning detection,,nick1udwig/autocontext,Rust,0,1,0,nick1udwig,42,27,3,19,2,31
641,https://github.com/sikalabs/slu/issues/235,https://chat.openai.com/share/06fc3092-26ec-4f04-9680-93e0f8fda3b1,program generation,,No,,,,no reactions or indications,,sikalabs/slu,Go,14,4,7,ondrejsika,464,330,12,22,393,16196
670,https://github.com/OpenTalker/video-retalking/issues/202,https://chat.openai.com/share/ffc38f7d-38d9-42f8-acb8-e1dd9cc94b90,code enhancement,,No,,,,Ran code cloning detection,,OpenTalker/video-retalking,Python,5851,12,863,johndpope,8728,926,14,28,203,24167
693,https://github.com/eknwoye/AutomationLogic_Test/issues/1,https://chat.openai.com/share/80ae3d36-9c3d-4641-9e6f-92676beadaf4,program generation,,No,,,,Ran code cloning detection,,eknwoye/AutomationLogic_Test,,0,1,0,eknwoye,2,0,8,1,0,0
694,https://github.com/g12-4soat/techlanches-lambda-auth/issues/4,https://chat.openai.com/share/7e8febae-38ae-4b44-ae2e-9b8cc8b4b0da,code generation and implementation,,No,,,,Ran code cloning detection,,g12-4soat/techlanches-lambda-auth,C#,0,5,0,nsosoares,10,21,3,10,44,1504
697,https://github.com/nemisj/git-removed-branches/issues/14,https://chat.openai.com/share/937c7c6e-8f51-4dd6-8486-86039fbaa64d,code enhancement,,No,,,,Ran code cloning detection,,nemisj/git-removed-branches,JavaScript,167,3,10,edelciomolina,37,52,10,9,8,525
703,https://github.com/turulomio/django_moneymoney/issues/69,https://chat.openai.com/share/94837b28-e8d4-468a-9c93-d4d47028f027,code generation and implementation,,No,,,,Ran code cloning detection,,turulomio/django_moneymoney,Python,6,2,0,turulomio,53,20,9,23,105,194649
711,https://github.com/breatheco-de/breatheco-de/issues/7082,https://chat.openai.com/share/c81c7f8c-cb55-43c6-b833-c3b7b79b79f6,program generation,,No,,,,Ran code cloning detection,,breatheco-de/breatheco-de,CSS,807,30,2434,alesanchezr,180,1054,13,26,404,64646
721,https://github.com/EzekielEnns/Configs/issues/17,https://chat.openai.com/share/08214ee4-e251-4691-92a1-28efd2566d94,program generation,,No,,,,Ran code cloning detection,,EzekielEnns/Configs,Nix,1,1,0,EzekielEnns,21,5,4,26,32,1352
722,https://github.com/iggy-rs/iggy-python-client/issues/8,https://chat.openai.com/share/b102601e-6673-4315-9a95-cdae8ef4ed86,debugging and code repair,,No,,,,Ran code cloning detection,,iggy-rs/iggy-python-client,Rust,11,3,5,hubcio,9,22,10,30,10,457
759,https://github.com/jtroo/kanata/issues/792,https://chat.openai.com/share/ca96f711-5017-4864-ab11-93bd3403d0f0,code explanation,code generation and implementation,No,,,,Ran code cloning detection,,jtroo/kanata,Rust,1310,30,97,wis,80,19,9,12,152,40566
767,https://github.com/bra1nDump/show-me-chatgpt-plugin/issues/54,https://chat.openai.com/share/d27e0eb6-d882-43a5-9dc9-4902f80b845c,code generation and implementation,,No,,,,Ran code cloning detection,,bra1nDump/show-me-chatgpt-plugin,TypeScript,669,7,69,aretrace,8,2,3,12,37,3630
768,https://github.com/VU-Code-For-Good/farmersmarkets-for-all/issues/82,https://chat.openai.com/share/3206c648-1ee9-449f-ab38-96e68501096b,code generation and implementation,,No,,,,Ran code cloning detection,,VU-Code-For-Good/farmersmarkets-for-all,C#,1,7,1,michael-navazhylau-vu,0,0,1,0,104,13061
779,https://github.com/sleuthkit/sleuthkit/issues/2872,https://chat.openai.com/share/17c28969-96b1-41b6-80c7-a116e9cb8634,code explanation,code enhancement,No,,,,Ran code cloning detection,very toxic language,sleuthkit/sleuthkit,C,2503,30,593,nyck33,107,15,7,16,806,266470
795,https://github.com/oven-sh/bun/issues/3745,https://chat.openai.com/share/07630b06-2d96-4ef8-be7b-d32208922f39,others (write it in notes),,No,,,,Ran code cloning detection,donlowding and running codes,oven-sh/bun,Zig,71275,30,2492,dave1010,110,104,15,19,3778,1203810
811,https://github.com/deep-foundation/deeplinks/issues/47,https://chat.openai.com/share/d5be5bad-2756-4edb-b8a7-aa76c16ecf9d,debugging and code repair,,No,,,,Ran code cloning detection,,deep-foundation/deeplinks,TypeScript,14,12,9,Konard,145,188,12,28,233,87051
812,https://github.com/deep-foundation/deeplinks/issues/41,https://chat.openai.com/share/4552bd35-4e35-4bf5-909a-c270f05cdf9f,code enhancement,,No,,,,Ran code cloning detection,,deep-foundation/deeplinks,TypeScript,14,12,9,Konard,145,188,12,28,233,87051
813,https://github.com/deep-foundation/deeplinks/issues/15,https://chat.openai.com/share/443c5a64-19ff-446a-a07c-4c46f7d16382,code enhancement,,No,,,,Ran code cloning detection,,deep-foundation/deeplinks,TypeScript,14,12,9,Konard,145,188,12,28,233,87051
818,https://github.com/SkalskiP/awesome-chatgpt-code-interpreter-experiments/issues/7,https://chat.openai.com/share/7cf44436-f59d-43f4-b3da-05bcfe81feb6,debugging and code repair,,No,,,,Ran code cloning detection,,SkalskiP/awesome-chatgpt-code-interpreter-experiments,,982,2,56,Greyyy-HJC,33,8,4,20,2,289
820,https://github.com/deep-foundation/deeplinks/issues/2,https://chat.openai.com/share/ec7eb71b-13a5-4716-a08a-ab5d86868653,code enhancement,,No,,,,Ran code cloning detection,,deep-foundation/deeplinks,TypeScript,14,12,9,Konard,145,188,12,28,233,87051
856,https://github.com/MatrixAI/Polykey/issues/148,https://chat.openai.com/share/31d16b49-d95b-4f20-8f34-feeeb68741fb,code generation and implementation,,No,,,,no reactions or indications,,MatrixAI/Polykey,TypeScript,27,11,4,CMCDragonkai,14,212,13,30,1811,482767
862,https://github.com/nv-morpheus/Morpheus/issues/1210,https://chat.openai.com/share/425a2879-ccfd-48f4-a359-8c39e073a256,code explanation,code generation and implementation,No,,,,Ran code cloning detection,,nv-morpheus/Morpheus,Python,290,30,109,nyck33,107,15,7,16,1472,232233
872,https://github.com/pedroslopez/whatsapp-web.js/issues/2386,https://chat.openai.com/share/44d65e22-0403-40aa-a028-18bf2b8ffe98,debugging and code repair,,No,,,,Ran code cloning detection,,pedroslopez/whatsapp-web.js,JavaScript,13936,30,3348,matbks,34,5,5,12,144,32186
874,https://github.com/orkestral/venom/issues/2435,https://chat.openai.com/share/44d65e22-0403-40aa-a028-18bf2b8ffe98,debugging and code repair,,No,,,,Ran code cloning detection,,orkestral/venom,JavaScript,5799,30,1085,matbks,34,5,5,12,302,38118
185,https://github.com/purpleslurple/PurpleSlurple/issues/63,https://chat.openai.com/share/e94b0ef6-cd5e-475f-8c63-801d5b6936f5,code generation and implementation,,No,,,,There is no comment or reaction on the link and issue is still open,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
188,https://github.com/santosomar/chatgpt-programming-prompts/issues/2,https://chat.openai.com/share/720c1c30-6ee6-444b-b3b4-48eaec04bcd4,code generation and implementation,,No,,,,Ran code cloning detection,,santosomar/chatgpt-programming-prompts,Python,6,1,0,santosomar,249,1031,12,22,15,633
192,https://github.com/deep-foundation/js-docker-isolation-provider/issues/15,https://chat.openai.com/share/452fcec7-ae51-49ab-9e0e-b22bd9c0e059,code enhancement,,No,,,,Ran code cloning detection,,deep-foundation/js-docker-isolation-provider,TypeScript,6,12,6,FreePhoenix888,67,331,4,24,14,44945
193,https://github.com/deep-foundation/js-docker-isolation-provider/issues/15,https://chat.openai.com/share/5bbda39d-1ad5-4eb7-93f1-59061fe47a59,debugging and code repair,,No,,,,Ran code cloning detection,,deep-foundation/js-docker-isolation-provider,TypeScript,6,12,6,FreePhoenix888,67,331,4,24,14,44945
201,https://github.com/microsoft/TypeChat/issues/79,https://chat.openai.com/share/5bce537a-f9b8-4fbc-afd7-7ebb724b3f89,code enhancement,,No,,,,Ran code cloning detection,,microsoft/TypeChat,TypeScript,7927,30,371,arumie,13,10,9,21,195,15376
217,https://github.com/autorope/donkeycar/issues/1141,https://chat.openai.com/share/09971d0d-fb1d-4d28-befe-fcdd760dc622,debugging and code repair,,No,,,,Ran code cloning detection,,autorope/donkeycar,Python,3031,30,1277,zlite,78,193,15,26,202,27241
229,https://github.com/swc-project/swc/issues/7754,https://chat.openai.com/share/92673420-52ba-45b0-8c0f-dcdfb5b2ad50,debugging and code repair,,No,,,,Ran code cloning detection,,swc-project/swc,Rust,30191,30,1155,danieltroger,75,56,11,27,48122,8653202
260,https://github.com/ariel1985/aipages/issues/4,https://chat.openai.com/share/e5079f09-2835-4952-a0e6-b1b26823b7e0,code enhancement,,No,,,,Ran code cloning detection,,ariel1985/aipages,HTML,1,1,0,ariel1985,26,2,8,30,65,2900
264,https://github.com/DovieW/microbook-maker/issues/25,https://chat.openai.com/share/94f3672b-962a-4714-b9a4-00f116239b6a,code enhancement,,No,,,,no reaction,,DovieW/microbook-maker,TypeScript,2,1,0,DovieW,13,8,6,5,19,34796
265,https://github.com/ntdev-technology/mipsi/issues/3,https://chat.openai.com/share/b50a1f89-6c17-413b-aeb0-a04ef43c831c,code generation and implementation,,No,,,,Ran code cloning detection,,ntdev-technology/mipsi,,,,,,,,,,0,0
266,https://github.com/harupy/mlflow/issues/79,https://chat.openai.com/share/b2b3a55a-31a8-413f-af5f-4070b42710c5,debugging and code repair,,No,,,,no reaction,,harupy/mlflow,Python,0,30,1,harupy,223,202,8,14,3098,521217
267,https://github.com/jabrena/servlet-archaeology/issues/36,https://chat.openai.com/share/2af9d1c2-c10d-4079-a589-cd196f3775f5,code generation and implementation,,No,,,,Ran code cloning detection,,jabrena/servlet-archaeology,Java,1,1,0,jabrena,441,164,14,17,37,2093
269,https://github.com/purpleslurple/PurpleSlurple/issues/100,https://chat.openai.com/share/89d2b9cc-8a2d-42d7-82f5-64c55683022e,code enhancement,,No,,,,Ran code cloning detection,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
270,https://github.com/yoheinakajima/instagraph/issues/5,https://chat.openai.com/share/ab2b5332-30c5-4900-b607-be4c89da3f60,code generation and implementation,,No,,,,not related,,yoheinakajima/instagraph,Python,3223,22,280,johndpope,8728,926,14,28,18,987
272,https://github.com/frizman21/common-sm/issues/10,https://chat.openai.com/share/49aa9466-2000-481c-bdc3-f82446ce90e2,code generation and implementation,,No,,,,Ran code cloning detection,,frizman21/common-sm,Java,1,1,0,frizman21,17,6,9,0,28,1262
277,https://github.com/jabrena/servlet-archaeology/issues/34,https://chat.openai.com/share/3bb77619-7d9b-4815-ad79-77f1c2be9ad0,debugging and code repair,,No,,,,Ran code cloning detection,,jabrena/servlet-archaeology,Java,1,1,0,jabrena,441,164,14,17,37,2093
278,https://github.com/DovieW/microbook-maker/issues/24,https://chat.openai.com/share/32b4f3a4-811a-499f-ad21-dfd9599f9483,code enhancement,,No,,,,no reaction,,DovieW/microbook-maker,TypeScript,2,1,0,DovieW,13,8,6,5,19,34796
279,https://github.com/marcusziade/github-appleos/issues/1,https://chat.openai.com/share/70a1d5b3-b0e0-44bc-8cdc-88a7db18d173,code enhancement,code generation and implementation,No,,,,Ran code cloning detection,,marcusziade/github-appleos,Swift,1,1,0,marcusziade,102,45,5,20,18,725
280,https://github.com/OpenSourceHelpCommunity/Questions/issues/356,https://chat.openai.com/share/ee14fb06-8a62-4fdc-a4fb-4588cf1143a1,tool/library/api recommendation,code generation and implementation,No,,,,Ran code cloning detection,,OpenSourceHelpCommunity/Questions,,26,2,44,asemabdelmonem,0,0,3,0,2,35
282,https://github.com/purpleslurple/PurpleSlurple/issues/93,https://chat.openai.com/share/a748a3a4-597e-4050-9a23-db2a93d65fe4,code generation and implementation,,No,,,,Ran code cloning detection,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
291,https://github.com/Glavin001/PeakProgrammer/issues/30,https://chat.openai.com/share/4fabadcf-eb3a-4277-8c40-43ea90556bad,code generation and implementation,code explanation,No,,,,Ran code cloning detection,,Glavin001/PeakProgrammer,Jupyter Notebook,0,1,0,Glavin001,582,520,11,6,30,1723
297,https://github.com/RobotsBuildingEducation/RobotsBuildingEducation/issues/28,https://chat.openai.com/share/08d26134-5bf0-4a50-a465-87edb9677829,code explanation,,No,,,,Ran code cloning detection,,RobotsBuildingEducation/RobotsBuildingEducation,TypeScript,18,3,4,RobotsBuildingEducation,14,126,4,23,143,75428
305,https://github.com/clojure-emacs/orchard/issues/186,https://chat.openai.com/share/3069aebe-87ad-4354-a839-5c29f864f9e2,tool/library/api recommendation,,No,,,,Ran code cloning detection,,clojure-emacs/orchard,Clojure,321,30,54,vemv,22,78,12,20,74,9855
313,https://github.com/kaist-cp/cs220/issues/267,https://chat.openai.com/share/50a03a35-3da1-4872-9ef7-00f270ddf7ad,debugging and code repair,,No,,,,Ran code cloning detection,,kaist-cp/cs220,Rust,208,16,42,tncks0121,19,11,11,28,85,4858
320,https://github.com/ianarawjo/ChainForge/issues/127,https://chat.openai.com/share/c9644606-2f23-40b0-b576-980c7b37ee17,debugging and code repair,,No,,,,Ran code cloning detection,,ianarawjo/ChainForge,TypeScript,2063,7,150,danielsgriffin,27,18,10,30,99,50715
325,https://github.com/ismayc/thesisdown/issues/199,https://chat.openai.com/share/a767e986-fff3-47db-b8ab-8b2e477d7152,debugging and code repair,,No,,,,Ran code cloning detection,,ismayc/thesisdown,TeX,799,30,357,ismayc,109,332,9,26,50,16822
332,https://github.com/kaist-cp/cs220/issues/259,https://chat.openai.com/share/c001b3c8-4247-4a75-aea3-c97ed43db89d,code enhancement,,No,,,,Ran code cloning detection,,kaist-cp/cs220,Rust,208,16,42,tncks0121,19,11,11,28,85,4858
344,https://github.com/T3X3K/moodleScraper/issues/1,https://chat.openai.com/share/ad41be9c-03a4-42c0-95b9-38f02ded3209,debugging and code repair,,No,,,,Ran code cloning detection,,T3X3K/moodleScraper,Python,2,1,0,BoccheseGiacomo,11,4,2,16,3,330
346,https://github.com/Qrist0ph/pirmicboard_david/issues/7,https://chat.openai.com/share/dcbf5077-c68e-4cf7-8dc3-327b4c874b34,code generation and implementation,,No,,,,Ran code cloning detection,,Qrist0ph/pirmicboard_david,Python,1,1,0,Qrist0ph,15,0,9,0,21,1944
350,https://github.com/0sir1ss/Carbon/issues/7,https://chat.openai.com/share/0dd8d626-4de1-4de4-af79-d9acbd66c7b5,code explanation,,No,,,,Ran code cloning detection,,0sir1ss/Carbon,Python,87,1,13,MartinEls,22,16,9,1,6,350
355,https://github.com/kgilds/getrealwiki/issues/3,https://chat.openai.com/share/66395306-2de0-4c0e-9433-3d676ed7d2a7,code generation and implementation,,No,,,,Ran code cloning detection,,kgilds/getrealwiki,HTML,0,1,0,kgilds,78,1,11,25,56,37164
363,https://github.com/NVlabs/Deep_Object_Pose/issues/325,https://chat.openai.com/share/dbfb8ef1-6504-48e6-bc2b-9972f18283f0,program generation,,No,,,,Ran code cloning detection,,NVlabs/Deep_Object_Pose,Python,976,13,273,TontonTremblay,41,39,10,29,75,12936
368,https://github.com/DroidScript/Docs/issues/82,https://chat.openai.com/share/ba5ab27d-2d66-48e6-ad1a-668f336e28ed,code enhancement,,No,,,,Ran code cloning detection,,DroidScript/Docs,JavaScript,70,6,28,alex-Symbroson,27,60,7,26,2275,235844
395,https://github.com/Betterbird/thunderbird-patches/issues/215,https://chat.openai.com/share/70facdb0-5dcb-4e67-a19a-ad6549f4ce27,code generation and implementation,,No,,,,Ran code cloning detection,,Betterbird/thunderbird-patches,Batchfile,398,14,18,mayerwin,68,10,11,15,768,157973
401,https://github.com/rjpence/daily-financial-literacy-dapp/issues/6,https://chat.openai.com/share/2126f678-76d2-464f-ada1-2d4d3d28b775,debugging and code repair,,No,,,,Ran code cloning detection,,rjpence/daily-financial-literacy-dapp,TypeScript,0,29,0,jasonklein,31,23,10,0,124,33493
403,https://github.com/judahpaul16/energy-needs/issues/1,https://chat.openai.com/share/5dd94804-a6b4-4692-95df-e215845ece64,tool/library/api recommendation,,No,,,,Ran code cloning detection,,judahpaul16/energy-needs,Jupyter Notebook,0,2,0,judahpaul16,19,16,7,19,6,80285
404,https://github.com/m-c-frank/justthoughts/issues/122,https://chat.openai.com/share/7d92c64c-f438-4a2d-8986-e0c976633350,code generation and implementation,code explanation,No,,,,Ran code cloning detection,,m-c-frank/justthoughts,JavaScript,0,2,0,m-c-frank,108,9,4,11,47,16440
416,https://github.com/p-ferreira/agent-subnet/issues/3,https://chat.openai.com/share/91e6e4da-68ab-4594-ba89-d7de08b9f060,tool/library/api recommendation,,No,,,,Ran code cloning detection,,p-ferreira/agent-subnet,Jupyter Notebook,0,1,0,steffencruz,22,18,10,9,12,469
419,https://github.com/lencx/ChatGPT/issues/1147,https://chat.openai.com/share/181204c5-8063-48d5-97db-84006619d9b2,debugging and code repair,,No,,,,No evidence of chatgpt response being useful in the discussion,,lencx/ChatGPT,Rust,50913,28,5709,Luke717,1,0,5,1,51,3166
482,https://github.com/neuralmesh/apimesh/issues/27,https://chat.openai.com/share/23ac29c2-371e-45b7-8f16-6550cee7b8a0,code generation and implementation,,No,,,,no reaction,,neuralmesh/apimesh,Shell,0,2,2,m-c-frank,108,9,4,11,19,332
483,https://github.com/PolicyEngine/policyengine-api/issues/998,https://chat.openai.com/share/7bbcfe4e-a568-430a-8eaf-dae87d0d6c9c,debugging and code repair,,No,,,,Ran code cloning detection,,PolicyEngine/policyengine-api,Python,7,7,18,MaxGhenis,137,108,10,14,98,51001
486,https://github.com/cjmling/findings/issues/348,https://chat.openai.com/share/0e33ca40-051c-46fc-b29e-c24a3f7d8b0e,code generation and implementation,,No,,,,Ran code cloning detection,,cjmling/findings,,2,1,0,cjmling,24,2,12,9,2,36
488,https://github.com/trevineoorloff/ExpressiveFaceVideoEncoding/issues/3,https://chat.openai.com/share/b1e39eab-779d-4938-9ecb-578bac4ace07,program generation,,No,,,,Ran code cloning detection,,trevineoorloff/ExpressiveFaceVideoEncoding,,48,1,5,johndpope,8728,926,14,28,1,22
490,https://github.com/codecrafters-io/build-your-own-git/issues/60,https://chat.openai.com/share/a8e0acc3-2a33-4e00-bc04-4ef8962c9673,debugging and code repair,,No,,,,no reaction,,codecrafters-io/build-your-own-git,Dockerfile,53,8,12,rohitpaulk,142,770,11,24,119,2732
513,https://github.com/BertusBG/BertBar/issues/5,https://chat.openai.com/share/eceb15af-831a-4f76-b626-b3a75682d694,code generation and implementation,,No,,,,Ran code cloning detection,,BertusBG/BertBar,Python,0,1,0,BertusBG,1,0,3,1,23,820
515,https://github.com/martinhofigueiredo/SE/issues/4,https://chat.openai.com/share/bd0d5a84-dcd2-4339-87af-018dcad64029,code generation and implementation,,No,,,,Ran code cloning detection,,martinhofigueiredo/SE,C,2,3,0,martinhofigueiredo,22,5,6,21,37,2512
516,https://github.com/TrueBlocks/trueblocks-addressly/issues/9,https://chat.openai.com/share/c2c357d1-cde4-4039-80b7-56b97f5a3e39,program generation,,No,,,,no reaction,,TrueBlocks/trueblocks-addressly,TypeScript,1,1,0,tjayrush,46,120,10,24,49,6976
4,https://github.com/netdisco/snmp-info/issues/480,https://chat.openai.com/share/d8686d8d-1ebe-4e23-97a5-dac7d384f8af,system design and architecture,,Yes,"server troubleshooting, providing a wrokflow for the team to work with",issue discovery and planning,,,,netdisco/snmp-info,Perl,36,26,31,gcfrxbots,19,1,5,0,301,38092
8,https://github.com/Yukaii/open-source-ideas/issues/67,https://chat.openai.com/share/039dc385-393b-4354-a95c-5c9d69a5da26,system design and architecture,,Yes,,idea generation and brainstorming,,,,Yukaii/open-source-ideas,,7,1,0,Yukaii,271,450,11,14,2,16
